Make,Year,Condition,Mileage,Price,Seller Rating,Interior color,Drivetrain,Min MPG,Max MPG,Fuel type,Engine Size (L),Accidents or damage,1-owner vehicle
Subaru,2023,Used,27929.0,26052.0,4.381503720140973,– ,AWD,26.0,33.0,Gasoline ,2.5,1.0,True
Tesla,2018,Used,59457.0,44995.0,4.6,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
BMW,2015,Used,92983.0,19495.0,4.381503720140973,White ,AWD,20.0,30.0,Gasoline ,3.0,1.0,False
Ford,2023,New,790.0,42114.0,4.8,Ebony ,4WD,20.0,27.0,Gasoline ,2.3,0.0,others
Ford,2018,Certified,76328.0,25595.0,4.2,Ebony Black ,4WD,16.0,22.0,Gasoline ,3.5,0.0,False
Nissan,2017,Used,107098.0,24850.0,4.381503720140973,Black Leather ,4WD,15.0,21.0,Gasoline ,5.6,1.0,False
Jeep,2020,Certified,44567.0,28499.0,4.9,Black ,4WD,18.0,25.0,Gasoline ,3.6,0.0,True
Subaru,2021,Used,32662.0,25998.0,4.381503720140973,Black ,AWD,26.0,33.0,Gasoline ,2.5,0.0,True
Hyundai,2019,Used,71299.0,13500.0,4.8,Gray ,FWD,26.0,35.0,Gasoline ,2.4,1.0,False
Porsche,2021,Used,35147.0,49922.0,4.4,Black ,AWD,19.0,23.0,Gasoline ,3.0,1.0,True
Tesla,2022,Used,17319.0,58995.0,4.6,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Chrysler,2023,New,0.0,46249.0,4.9,Black ,RWD,19.0,30.0,Gasoline ,5.7,0.0,others
Jeep,2022,Used,8708.0,32110.0,4.3,Black ,FWD,20.59922502075837,28.0,Gasoline ,2.0,0.0,True
Ford,2020,Certified,39482.0,24495.0,4.2,Ebony Black ,4WD,23.0,29.0,Gasoline ,2.0,0.0,True
GMC,2021,Used,16174.0,47772.0,4.7,Jet Black ,4WD,15.0,20.0,Gasoline ,6.2,1.0,True
Jeep,2021,Used,34197.0,31995.0,4.2,Black ,4WD,17.0,23.0,Gasoline ,3.6,0.0,True
Buick,2020,Used,24319.0,19873.0,4.4,Ebony ,FWD,26.0,30.0,Gasoline ,1.3,0.0,True
Toyota,2023,Certified,13651.0,21850.0,4.4,Black ,FWD,32.0,41.0,Gasoline ,2.0,1.0,True
Lincoln,2015,Used,122476.0,11995.0,4.381503720140973,Black ,FWD,41.0,39.0,Hybrid ,2.0,1.0,False
Honda,2015,Used,92690.0,17374.0,4.0,– ,FWD,19.0,28.0,Gasoline ,3.5,1.0,False
Volkswagen,2023,New,7.0,23986.0,4.6,Titan Black ,FWD,29.0,40.0,Gasoline ,1.5,0.0,others
Audi,2021,Used,29369.0,93999.0,4.8,Black w/Rock Gray ,AWD,13.0,19.0,Hybrid ,2.96465882923282,0.0,True
Lexus,2022,Used,13222.0,38477.0,4.9,Palomino ,FWD,22.0,32.0,Gasoline ,3.5,0.0,True
Jeep,2016,Used,133137.0,20475.0,4.4,Black ,4WD,16.0,21.0,Gasoline ,3.6,0.0,True
BMW,2022,Used,31377.0,63491.0,4.7,Tartufo ,AWD,19.0,24.0,Gasoline ,3.0,1.0,True
Nissan,2018,Used,145203.0,15972.0,4.8,Steel ,4WD,21.0,21.0,Gasoline ,4.0,1.0,False
Ford,2020,Used,29253.0,23856.0,4.7,Ebony ,AWD,43.0,37.0,Hybrid ,2.5,1.0,True
Nissan,2019,Used,105385.0,25980.0,3.8,Gray ,RWD,0.0,0.0,Gasoline ,4.0,1.0,False
Audi,2019,Used,44471.0,24999.0,4.7,Black ,AWD,22.0,30.0,Gasoline ,2.0,0.0,False
Nissan,2019,Used,20183.0,29987.0,4.3,Charcoal ,RWD,19.0,0.0,Gasoline ,3.7,0.0,True
Ford,2023,New,2350.0,58741.0,4.6,Ebony ,4WD,23.0,24.0,Gasoline ,3.0,0.0,others
Nissan,2023,Certified,8490.0,38900.0,4.7,Charcoal ,4WD,17.0,22.0,Gasoline ,3.8,0.0,True
Subaru,2016,Used,55242.0,17599.0,4.8,Gray ,AWD,24.0,32.0,Gasoline ,2.5,1.0,True
Jeep,2020,Used,52358.0,24000.0,4.4,Black ,4WD,18.0,25.0,Gasoline ,3.6,1.0,False
Nissan,2021,Used,60577.0,19995.0,4.2,Graphite ,AWD,20.0,28.0,Gasoline ,3.5,0.0,True
Jeep,2021,Used,66872.0,20400.0,4.7,Black ,4WD,22.0,30.0,Gasoline ,2.4,0.0,True
Ford,2020,Used,21753.0,43999.0,4.3,Medium Earth Gray ,4WD,20.59922502075837,28.0,E85 Flex Fuel ,6.2,0.0,True
Acura,2021,Used,14954.0,33999.0,4.9,Parchment ,AWD,21.0,27.0,Gasoline ,2.0,0.0,True
Ford,2018,Used,141437.0,18950.0,4.381503720140973,Gray ,4WD,16.0,22.0,Gasoline ,5.0,1.0,True
Acura,2014,Used,108932.0,16995.0,4.1,Tan ,AWD,18.0,27.0,Gasoline ,3.5,1.0,False
Lincoln,2021,Used,54401.0,45998.0,4.381503720140973,Tan ,AWD,17.0,24.0,Gasoline ,3.0,1.0,True
Chevrolet,2016,Used,130993.0,6500.0,4.7,Black ,AWD,24.0,31.0,Gasoline ,1.4,0.0,True
Jeep,2017,Used,36697.0,19998.0,4.381503720140973,Black ,FWD,21.0,30.0,Gasoline ,3.2,0.0,True
Toyota,2017,Used,99415.0,12990.0,3.9,Ash ,FWD,24.0,33.0,Gasoline ,2.5,1.0,False
Subaru,2018,Used,62804.0,30055.0,4.3,Black ,AWD,16.0,22.0,Gasoline ,2.5,0.0,True
Lexus,2020,Used,61760.0,62740.0,4.4,– ,4WD,12.0,16.0,Gasoline ,5.7,0.0,False
Honda,2022,Used,17969.0,29998.0,4.381503720140973,Gray ,AWD,27.0,32.0,Gasoline ,1.5,1.0,False
Hyundai,2018,Used,47979.0,15348.0,4.8,Graphite ,FWD,28.0,37.0,Gasoline ,2.0,0.0,True
Lincoln,2021,Certified,27489.0,46119.0,4.2,Ebony ,AWD,17.0,24.0,Gasoline ,3.0,0.0,True
Kia,2022,Used,44655.0,27479.0,4.8,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Buick,2019,Used,56757.0,18149.0,4.5,Jet Black ,FWD,21.0,29.0,Gasoline ,1.6,1.0,False
Chevrolet,2015,Used,102009.0,26211.0,4.6,Cocoa ,4WD,15.0,22.0,Gasoline ,5.3,0.0,True
Ford,2022,Certified,20275.0,31500.0,4.4,Navy Pier ,AWD,20.59922502075837,28.0,Gasoline ,2.0,1.0,True
Hyundai,2023,Certified,17000.0,23245.0,4.0,Black ,FWD,30.0,40.0,Gasoline ,2.0,0.0,True
Jeep,2017,Used,19307.0,45995.0,4.2,Black ,4WD,16.0,21.0,Gasoline ,3.6,1.0,False
Hyundai,2019,Used,65407.0,17477.0,4.8,Black ,FWD,23.0,32.0,Gasoline ,2.0,1.0,False
Nissan,2014,Used,98800.0,8995.0,4.381503720140973,Beige ,FWD,18.0,24.0,Gasoline ,3.5,1.0,False
BMW,2023,Certified,14261.0,46991.0,4.7,Mocha ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,False
Ford,2015,Used,52118.0,32991.0,4.381503720140973,Redline Leather grain ,RWD,16.0,25.0,Gasoline ,5.0,0.0,False
Nissan,2021,Used,63322.0,21389.0,4.7,Charcoal ,FWD,26.0,34.0,Gasoline ,2.5,0.0,True
Nissan,2022,Used,7179.0,20900.0,4.5,Charcoal ,FWD,31.0,36.0,Gasoline ,1.6,0.0,True
Honda,2022,Used,26765.0,38500.0,4.8,Gray ,FWD,19.0,28.0,Gasoline ,3.5,0.0,True
Toyota,2018,Used,65329.0,33990.0,3.9,Black ,4WD,13.0,17.0,Gasoline ,5.7,0.0,False
Chevrolet,2021,Used,24205.0,22795.0,4.381503720140973,Black ,FWD,24.0,32.0,Gasoline ,1.4,1.0,True
Dodge,2019,Used,67500.0,27500.0,4.381503720140973,Red ,RWD,20.59922502075837,28.0,Gasoline ,3.6,0.0,False
BMW,2014,Used,62184.0,16937.0,4.3,Venetian Beige ,AWD,22.0,33.0,Gasoline ,2.0,0.0,False
Tesla,2017,Used,111000.0,33900.0,4.381503720140973,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Volkswagen,2016,Used,52211.0,17995.0,4.7,BLACK ,FWD,25.0,34.0,Gasoline ,2.0,0.0,False
Tesla,2019,Used,41907.0,37499.0,4.6,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Dodge,2023,Used,28258.0,87900.0,4.9,Demonic Red / Black ,AWD,12.0,17.0,Gasoline ,6.2,0.0,True
RAM,2023,Used,9640.0,56969.0,4.4,Black ,4WD,21.0,29.0,Gasoline ,5.7,1.0,False
Toyota,2017,Used,157596.0,11999.0,4.3,Black ,FWD,23.0,30.0,Gasoline ,2.5,1.0,False
Chevrolet,2018,Used,132386.0,7850.0,4.381503720140973,Jet Black/Dark Titanium ,FWD,25.0,34.0,Gasoline ,1.8,1.0,True
Kia,2020,Used,30006.0,16985.0,4.381503720140973,Gray ,FWD,23.0,30.0,Gasoline ,2.4,1.0,False
Jeep,2022,Used,23675.0,45995.0,4.4,Black ,4WD,17.0,23.0,Gasoline ,3.6,0.0,True
Kia,2021,Used,13386.0,25800.0,4.381503720140973,Black ,AWD,26.0,34.0,Gasoline ,1.6,1.0,True
Jeep,2017,Used,83888.0,23999.0,4.381503720140973,Black ,4WD,16.0,20.0,Gasoline ,3.6,1.0,False
Chrysler,2022,Used,68953.0,23986.0,4.9,Black ,FWD,20.59922502075837,28.0,Gasoline ,3.6,0.0,True
Hyundai,2022,Used,23945.0,21979.0,4.8,Black ,FWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Mercedes-Benz,2020,Used,41996.0,26895.0,4.4,Black ,AWD,23.0,33.0,Gasoline ,2.0,0.0,True
Toyota,2021,Used,77344.0,16990.0,3.9,Black ,FWD,29.0,36.0,Gasoline ,2.0,0.0,False
Tesla,2022,Used,26377.0,77995.0,4.6,White / Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Hyundai,2019,Used,102495.0,13990.0,4.8,Black ,FWD,23.0,30.0,Gasoline ,2.96465882923282,0.0,False
Cadillac,2014,Used,44248.0,21998.0,4.381503720140973,Black ,AWD,18.0,26.0,Gasoline ,3.6,1.0,True
Hyundai,2023,Used,11306.0,31700.0,4.8,Black ,AWD,22.0,25.0,Gasoline ,2.5,0.0,True
Volkswagen,2016,Used,88347.0,10980.0,4.6,Beige ,FWD,21.0,26.0,Gasoline ,2.0,0.0,False
Chevrolet,2019,Used,54136.0,27995.0,4.1,– ,4WD,15.0,21.0,Gasoline ,5.3,1.0,False
Ford,2020,Used,23577.0,18599.0,4.4,– ,FWD,27.0,33.0,Gasoline ,2.96465882923282,0.0,True
Chevrolet,2020,Used,80042.0,23995.0,4.1,Gray ,RWD,20.59922502075837,28.0,Gasoline ,4.3,0.0,True
Nissan,2017,Used,98660.0,11900.0,4.381503720140973,Charcoal ,FWD,27.0,39.0,– ,2.5,1.0,False
Chevrolet,2019,Used,26091.0,21876.0,4.7,Jet Black ,FWD,22.0,32.0,Gasoline ,2.0,0.0,False
Dodge,2021,Used,54376.0,28500.0,4.5,Black ,AWD,18.0,25.0,Gasoline ,3.6,0.0,False
Chevrolet,2021,Used,21642.0,22444.0,3.7,Jet Black ,AWD,25.0,30.0,Gasoline ,1.5,0.0,True
Jeep,2020,Used,6875.0,33480.0,4.381503720140973,Black ,RWD,26.0,26.0,Gasoline ,3.6,0.0,True
Maserati,2023,New,21.0,88990.0,4.8,Black ,AWD,16.0,22.0,Gasoline ,3.0,0.0,others
GMC,2021,Used,8596.0,38995.0,4.7,Jet Black ,RWD,20.59922502075837,28.0,Gasoline ,6.6,0.0,False
Nissan,2021,Used,24307.0,29998.0,4.381503720140973,Black ,AWD,25.0,32.0,Gasoline ,2.5,0.0,True
Jeep,2021,Used,19519.0,32987.0,4.4,Black ,4WD,18.0,25.0,Gasoline ,2.96465882923282,1.0,True
Buick,2018,Used,48919.0,16499.0,4.8,Ebony ,FWD,25.0,33.0,Gasoline ,2.96465882923282,1.0,False
Kia,2023,Used,21434.0,24998.0,4.381503720140973,Black ,AWD,27.0,31.0,Gasoline ,2.0,0.0,True
Kia,2020,Used,88700.0,14992.0,4.381503720140973,Black ,FWD,24.0,35.0,Gasoline ,2.4,0.0,False
Toyota,2022,Used,25110.0,25499.0,4.6,Ash ,AWD,25.0,34.0,Gasoline ,2.5,0.0,True
Toyota,2020,Used,30368.0,36950.0,4.8,Black ,AWD,41.0,38.0,Hybrid ,2.5,0.0,True
Tesla,2018,Used,16833.0,47000.0,4.381503720140973,White ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Chevrolet,2020,Certified,32014.0,17599.0,5.0,Jet Black ,FWD,26.0,31.0,Gasoline ,1.4,0.0,True
Volkswagen,2023,Certified,13520.0,25494.0,4.4,– ,FWD,28.0,36.0,Gasoline ,1.5,1.0,True
Chevrolet,2014,Used,24372.0,40480.0,4.8,Jet Black ,RWD,16.0,28.0,Gasoline ,6.2,1.0,False
Maserati,2023,New,82.0,113900.0,4.8,Black ,AWD,13.0,20.0,Gasoline ,3.8,0.0,others
Mercedes-Benz,2017,Used,48623.0,32982.0,4.3,Black ,AWD,17.0,0.0,Gasoline ,4.7,1.0,False
Ford,2022,Used,21161.0,74995.0,4.4,Java ,4WD,20.59922502075837,28.0,Diesel ,6.7,0.0,False
Toyota,2022,Used,29723.0,25273.0,4.4,Black ,AWD,25.0,34.0,Gasoline ,2.5,1.0,True
Maserati,2023,New,50.0,88100.0,4.8,Red ,AWD,16.0,22.0,Gasoline ,3.0,0.0,others
Chrysler,2022,Used,65578.0,24459.0,4.4,Black/Alloy/Black ,FWD,19.0,28.0,Gasoline ,3.6,0.0,True
Porsche,2023,Used,11815.0,102991.0,4.7,Black ,AWD,17.0,22.0,Gasoline ,2.9,0.0,False
Chevrolet,2021,Used,47456.0,21998.0,4.381503720140973,Gray ,FWD,26.0,31.0,Gasoline ,1.5,0.0,True
Audi,2023,Certified,8016.0,43980.0,4.7,Atlas Beige ,AWD,22.0,29.0,Gasoline ,2.96465882923282,0.0,True
Dodge,2018,Used,102061.0,20929.0,4.381503720140973,Black ,AWD,18.0,25.0,Gasoline ,3.6,0.0,False
Cadillac,2023,Certified,29119.0,82370.0,4.8,Black ,4WD,14.0,18.0,Gasoline ,6.2,0.0,True
RAM,2023,Used,10355.0,76950.0,4.5,Black ,4WD,20.59922502075837,28.0,Diesel ,6.7,0.0,True
Ford,2019,Used,79805.0,16900.0,4.3,Charcoal Black ,4WD,21.0,28.0,Gasoline ,1.5,0.0,True
Ford,2018,Used,104697.0,17896.0,4.381503720140973,Beige Leather ,FWD,16.0,23.0,Gasoline ,3.5,0.0,False
BMW,2020,Used,8759.0,59500.0,4.9,Black ,RWD,16.0,22.0,Gasoline ,3.0,0.0,True
Buick,2016,Used,75690.0,17985.0,4.381503720140973,Ebony ,AWD,15.0,22.0,Gasoline ,3.6,0.0,True
Tesla,2022,Used,33908.0,26541.0,4.381503720140973,Black ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Tesla,2017,Used,75441.0,27995.0,4.7,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Honda,2019,Used,49283.0,18521.0,4.8,– ,AWD,27.0,31.0,Gasoline ,1.8,0.0,True
Chevrolet,2022,Used,6950.0,23850.0,4.381503720140973,Black Cloth ,AWD,23.0,30.0,Gasoline ,1.4,0.0,True
Subaru,2020,Certified,38838.0,25444.0,4.2,Gray ,AWD,26.0,33.0,Gasoline ,2.5,1.0,True
Genesis,2023,Certified,1746.0,47498.0,4.381503720140973,Obsidian Black ,AWD,17.0,26.0,Gasoline ,3.3,0.0,False
Jeep,2021,Used,23747.0,31896.0,4.8,Black ,4WD,19.0,27.0,Gasoline ,3.2,0.0,True
Ford,2023,New,4.0,68085.0,4.8,Medium Dark Slate ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Chrysler,2022,Used,34210.0,29993.0,4.8,Black ,FWD,20.59922502075837,28.0,Gasoline ,3.6,1.0,False
RAM,2020,Used,40688.0,36880.0,4.8,Diesel Gray / Black ,4WD,19.0,24.0,Gasoline ,5.7,0.0,False
Mercedes-Benz,2021,Certified,39565.0,29606.0,4.7,Black ,AWD,23.0,33.0,Gasoline ,2.0,1.0,False
Ford,2023,New,231.0,32151.0,4.6,Navy Pier ,4WD,25.0,28.0,Gasoline ,1.5,0.0,others
Audi,2018,Used,46122.0,44991.0,4.7,Black ,AWD,16.0,24.0,Gasoline ,4.0,0.0,True
Cadillac,2023,Used,9232.0,45315.0,4.5,Jet Black ,AWD,21.0,27.0,Gasoline ,3.6,0.0,True
Chevrolet,2020,Certified,31489.0,20688.0,4.9,Jet Black ,AWD,24.0,29.0,Gasoline ,1.4,1.0,True
Volkswagen,2015,Used,204989.0,7349.0,4.1,– ,FWD,31.0,40.0,Diesel ,2.0,1.0,False
Cadillac,2021,Used,33553.0,78000.0,4.4,Whisper Beige w/Gideon Accents ,4WD,14.0,19.0,Gasoline ,6.2,0.0,True
GMC,2023,Certified,17173.0,31749.0,4.5,Jet Black ,AWD,22.0,27.0,Gasoline ,2.0,0.0,True
Chevrolet,2020,Used,23211.0,13900.0,4.381503720140973,Black ,AWD,24.0,29.0,Gasoline ,1.4,0.0,False
Cadillac,2016,Used,80685.0,16555.0,4.381503720140973,Not Specified ,AWD,17.0,0.0,Gasoline ,3.6,1.0,False
Audi,2023,Certified,13125.0,61392.0,4.7,Black ,AWD,18.0,23.0,Gasoline ,3.0,0.0,True
Jeep,2017,Used,89648.0,12572.0,4.3,Light Frost ,4WD,22.0,27.0,Gasoline ,2.4,0.0,False
Toyota,2023,Used,17772.0,34795.0,4.381503720140973,Black ,AWD,25.0,33.0,Gasoline ,2.5,1.0,True
Ford,2019,Certified,111731.0,12358.0,4.8,Medium Light Stone ,FWD,21.0,31.0,Gasoline ,2.5,0.0,True
Bentley,2021,Used,9811.0,178800.0,4.381503720140973,Beluga ,AWD,15.0,24.0,Gasoline ,4.0,0.0,False
Chevrolet,2020,Used,63077.0,18900.0,4.381503720140973,Jet Black ,AWD,25.0,30.0,Gasoline ,1.5,1.0,True
Land,2018,Used,39912.0,49995.0,4.381503720140973,Almond/Espresso/Alm/Ivory ,4WD,17.0,23.0,Gasoline ,3.0,0.0,False
Mercedes-Benz,2023,Certified,5287.0,68994.0,4.8,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
BMW,2016,Used,110762.0,13985.0,4.381503720140973,Brown ,AWD,22.0,32.0,Gasoline ,2.0,1.0,False
Buick,2019,Used,39806.0,19998.0,4.381503720140973,Black ,FWD,25.0,30.0,Gasoline ,1.4,0.0,False
Maserati,2019,Used,27929.0,40989.0,4.381503720140973,– ,AWD,15.0,21.0,Gasoline ,3.0,0.0,False
Ford,2023,New,3.0,70925.0,4.8,Medium Dark Slate ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Chevrolet,2021,Certified,15549.0,20871.0,4.6,Medium Ash Gray ,FWD,26.0,31.0,Gasoline ,1.5,0.0,True
BMW,2016,Used,118766.0,13491.0,4.7,Black ,AWD,20.0,29.0,Gasoline ,3.0,1.0,True
BMW,2020,Used,39420.0,27697.0,4.8,Cognac ,AWD,25.0,34.0,Gasoline ,2.0,0.0,False
Toyota,2022,Used,13359.0,30999.0,4.7,– ,AWD,25.0,34.0,Gasoline ,2.5,0.0,True
Cadillac,2023,Used,21343.0,105800.0,4.7,Dark Auburn/Jet Black ,4WD,14.0,18.0,Gasoline ,6.2,0.0,False
Ford,2022,Used,19859.0,24722.0,4.4,Ebony ,AWD,23.0,31.0,Gasoline ,1.5,0.0,True
Porsche,2015,Used,54547.0,24555.0,4.0,– ,AWD,17.0,23.0,Gasoline ,3.0,0.0,True
Rolls-Royce,2016,Certified,18837.0,178800.0,4.381503720140973,Black ,RWD,13.0,21.0,Gasoline ,6.6,0.0,False
Genesis,2022,Used,21368.0,36379.0,4.5,Dune ,AWD,17.0,25.0,Gasoline ,3.3,0.0,True
Volvo,2016,Used,60878.0,18491.0,4.7,Off Black ,AWD,20.0,29.0,Gasoline ,2.5,0.0,True
Nissan,2022,Used,15131.0,22980.0,4.6,Sport ,AWD,25.0,35.0,Gasoline ,2.5,0.0,True
RAM,2021,Used,2108.0,41300.0,4.3,Black ,FWD,20.59922502075837,28.0,Gasoline ,3.6,0.0,True
Ford,2023,New,0.0,92335.0,4.6,Space Gray ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Jeep,2018,Used,124006.0,24850.0,4.381503720140973,Black Leather ,4WD,18.0,25.0,Gasoline ,3.6,0.0,False
Subaru,2018,Used,38907.0,19592.0,4.381503720140973,BLACK ,AWD,25.0,34.0,Gasoline ,2.5,1.0,False
Mercedes-Benz,2023,Used,4409.0,49999.0,4.7,Black ,RWD,20.59922502075837,28.0,Gasoline ,2.0,0.0,True
Toyota,2022,Used,30064.0,44998.0,3.8,Caramel ,AWD,20.0,27.0,Gasoline ,3.5,0.0,others
Chevrolet,2023,Used,2387.0,56750.0,4.5,Jet Black ,4WD,20.59922502075837,28.0,Gasoline ,6.6,0.0,True
Honda,2019,Used,62489.0,20500.0,4.3,Black ,FWD,30.0,38.0,Gasoline ,1.5,0.0,False
Jeep,2022,Used,18687.0,24988.0,4.5,Black ,4WD,22.0,30.0,Gasoline ,2.4,1.0,True
BMW,2022,Certified,26918.0,49900.0,4.4,Black ,AWD,23.0,32.0,Gasoline ,3.0,0.0,True
Ford,2018,Used,90181.0,26995.0,4.381503720140973,Black ,4WD,17.0,23.0,Gasoline ,5.0,0.0,others
Land,2021,Used,26819.0,55497.0,4.8,Ebony ,4WD,19.0,24.0,Gasoline ,2.96465882923282,1.0,True
Buick,2021,Used,23003.0,25390.0,4.5,Ebony ,FWD,24.0,31.0,Gasoline ,2.0,0.0,True
Nissan,2018,Used,67821.0,16500.0,4.7,Sport Interior ,FWD,26.0,37.0,Gasoline ,2.5,0.0,True
Cadillac,2021,Used,28779.0,38500.0,4.4,Jet Black w/Jet Black Accents ,AWD,18.0,25.0,Gasoline ,3.6,0.0,True
Ford,2023,New,0.0,56888.0,4.4,Ebony ,4WD,18.0,24.0,Gasoline ,3.0,0.0,others
Kia,2022,Used,24559.0,24991.0,4.6,Black ,AWD,22.0,26.0,Gasoline ,2.4,0.0,False
GMC,2021,Certified,24011.0,24899.0,4.9,Jet Black ,FWD,25.0,30.0,Gasoline ,1.5,1.0,True
Tesla,2019,Used,33922.0,21995.0,4.6,Black ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
GMC,2021,Used,26690.0,33778.0,4.7,Jet Black ,4WD,16.0,22.0,Gasoline ,3.6,0.0,True
Nissan,2023,Used,5220.0,25499.0,4.6,Charcoal ,FWD,30.0,37.0,Gasoline ,1.5,0.0,True
Ford,2022,Used,113087.0,31950.0,4.381503720140973,Gray ,4WD,0.0,0.0,Gasoline ,6.2,0.0,True
Jeep,2020,Certified,24236.0,32970.0,4.8,Black ,4WD,21.0,22.0,Gasoline ,2.0,0.0,True
Lincoln,2023,New,1120.0,94444.0,4.381503720140973,Black Onyx ,4WD,16.0,22.0,Gasoline ,3.5,0.0,others
Tesla,2019,Used,19430.0,47411.0,3.9,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Cadillac,2021,Used,17246.0,81482.0,4.7,Jet Black ,4WD,14.0,19.0,Gasoline ,6.2,0.0,False
Ford,2023,New,10.0,47155.0,4.4,Deep Cypress ,4WD,19.0,22.0,Gasoline ,2.3,0.0,others
Cadillac,2020,Used,78211.0,46995.0,4.1,Jet Black ,4WD,14.0,21.0,Gasoline ,6.2,0.0,False
Nissan,2023,Certified,28034.0,35000.0,4.5,Charcoal ,4WD,21.0,27.0,Gasoline ,3.5,1.0,True
BMW,2023,Certified,15024.0,47995.0,4.5,Mocha ,AWD,21.0,28.0,Gasoline ,2.0,0.0,False
Cadillac,2022,Used,49595.0,34988.0,4.7,Jet Black ,AWD,21.0,27.0,Gasoline ,3.6,1.0,True
GMC,2018,Used,89625.0,31500.0,4.8,Jet Black ,4WD,16.0,22.0,Gasoline ,5.3,0.0,False
Jeep,2021,Used,37913.0,27100.0,4.2,Black ,4WD,18.0,25.0,Gasoline ,3.6,0.0,True
Lexus,2021,Used,26896.0,34995.0,4.9,Creme ,AWD,22.0,28.0,Gasoline ,2.0,1.0,True
Jeep,2023,New,55.0,56423.0,4.0,Global Black ,4WD,20.59922502075837,28.0,Hybrid ,2.0,0.0,others
Ford,2021,Used,67684.0,26500.0,4.8,Ebony ,4WD,20.0,27.0,Gasoline ,2.3,0.0,True
Chevrolet,2014,Used,132578.0,12995.0,4.381503720140973,Ebony ,4WD,15.0,21.0,Gasoline ,5.3,1.0,False
Mercedes-Benz,2023,New,1.0,54961.0,4.6,Black ,AWD,23.0,31.0,Gasoline ,2.0,0.0,others
Ford,2019,Used,74683.0,12464.0,4.381503720140973,Medium Stone ,4WD,23.0,29.0,Gasoline ,2.0,1.0,True
Acura,2021,Used,28231.0,32500.0,4.7,Ebony ,AWD,21.0,27.0,Gasoline ,2.0,0.0,True
Ferrari,2016,Certified,16065.0,239900.0,4.381503720140973,Nero ,RWD,15.0,22.0,Gasoline ,3.9,0.0,False
Ford,2017,Used,164924.0,19950.0,4.381503720140973,Tan ,4WD,0.0,0.0,Gasoline ,6.2,0.0,True
Dodge,2016,Used,84064.0,11999.0,4.3,Gray ,FWD,17.0,25.0,E85 Flex Fuel ,3.6,0.0,False
Buick,2020,Used,20414.0,26998.0,4.381503720140973,Ebony ,AWD,20.0,25.0,Gasoline ,2.0,0.0,True
RAM,2015,Used,74312.0,21995.0,4.4,Diesel Grey/Black ,4WD,16.0,21.0,Gasoline ,5.7,0.0,False
Cadillac,2021,Used,29367.0,33777.0,4.7,Cirrus ,AWD,21.0,27.0,Gasoline ,3.6,0.0,True
Dodge,2023,Used,15406.0,36000.0,4.0,Black ,AWD,18.0,25.0,Gasoline ,3.6,0.0,True
Volkswagen,2022,Used,27097.0,19979.0,4.9,Gray/Black ,AWD,25.0,32.0,Gasoline ,1.5,0.0,False
Chevrolet,2021,Used,48206.0,18500.0,4.3,Jet Black ,FWD,26.0,31.0,Gasoline ,1.5,0.0,True
Rivian,2022,Used,18725.0,71972.0,4.7,Black Mountain ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Nissan,2019,Used,55751.0,21998.0,5.0,Black ,AWD,25.0,32.0,Gasoline ,2.5,1.0,False
Chevrolet,2016,Used,1309.0,78800.0,4.7,Jet Black ,RWD,15.0,22.0,Gasoline ,6.2,0.0,True
Genesis,2023,New,15.0,41237.0,4.2,Obsidian Black ,AWD,20.0,28.0,Gasoline ,2.0,0.0,others
Chrysler,2022,Used,18772.0,38619.0,4.4,Black ,RWD,16.0,25.0,Gasoline ,5.7,0.0,True
Mazda,2022,Used,4149.0,25495.0,5.0,Black ,AWD,22.0,30.0,Gasoline ,2.5,0.0,True
Dodge,2017,Used,81520.0,27942.0,4.1,Black ,AWD,14.0,22.0,Gasoline ,5.7,0.0,False
Mazda,2021,Used,33222.0,19995.0,4.8,Black ,AWD,27.0,32.0,Gasoline ,2.0,0.0,True
Dodge,2018,Used,143720.0,10995.0,4.381503720140973,Black ,FWD,17.0,25.0,Gasoline ,3.6,0.0,False
Jeep,2021,Used,20241.0,35500.0,4.0,Black ,4WD,17.0,25.0,Gasoline ,2.0,1.0,True
